"","gene","Scaffold","V2","V3","V4","V5","V6","V7","V8","V9","V10","e-value","V12"
"3530","PGEN_.00g146260","Scaffold_06:44173167-44193345","NC_069375.1",84.466,206,30,2,9964,10168,4338405,4338201,4.4e-48,202
"3531","PGEN_.00g146280","Scaffold_06:44240674-44273936","NC_069376.1",88.043,184,22,0,9360,9543,72271041,72271224,7.2e-53,219
"3532","PGEN_.00g146350","Scaffold_06:44410836-44429964","NC_069364.1",88.722,133,10,5,807,937,94612403,94612532,9.15e-35,158
"3533","PGEN_.00g146390","Scaffold_06:44614366-44657975","NC_069369.1",75.413,545,97,16,21510,22052,79324763,79325272,4.36e-56,230
"3534","PGEN_.00g146410","Scaffold_06:44678851-44712574","NC_069368.1",85.052,194,22,6,20011,20202,40107081,40107269,1.59e-44,191
"3535","PGEN_.00g146420","Scaffold_06:44713135-44732170","NC_069372.1",81.274,518,72,12,2994,3490,62448834,62449347,1.77e-106,396
"3536","PGEN_.00g146430","Scaffold_06:44734815-44753579","NC_069373.1",84.483,174,27,0,200,373,62961113,62960940,3.21e-39,172
"3537","PGEN_.00g146450","Scaffold_06:44766450-44824941","NC_069364.1",78.174,1599,285,35,27915,29473,43279931,43278357,0,961
"3538","PGEN_.00g146720","Scaffold_06:45087713-45113130","NC_069374.1",84.868,152,23,0,7353,7504,52727990,52727839,1.57e-33,154
"3539","PGEN_.00g146730","Scaffold_06:45190149-45268304","NC_069372.1",85.799,169,24,0,77046,77214,16739574,16739406,7.99e-41,180
"3540","PGEN_.00g146790","Scaffold_06:45429125-45513875","NC_069362.1",85.167,209,30,1,64139,64347,36379425,36379218,8.54e-51,213
"3541","PGEN_.00g146860","Scaffold_06:45665827-45710328","NC_069376.1",85.606,132,19,0,31073,31204,16376362,16376493,7.72e-29,139
"3542","PGEN_.00g146880","Scaffold_06:45841301-45853776","NC_069370.1",91.241,137,12,0,12045,12181,25637529,25637665,7.61e-44,187
"3543","PGEN_.00g146910","Scaffold_06:45875129-45886047","NC_069376.1",82.723,191,33,0,4780,4970,72271228,72271038,6.7e-39,171
"3544","PGEN_.00g146970","Scaffold_06:45951151-45955614","NC_069365.1",86.111,144,17,3,850,992,83528223,83528364,9.88e-34,152
"3545","PGEN_.00g146990","Scaffold_06:46087173-46127307","NC_069361.1",80.814,172,27,5,24054,24223,116672078,116672245,4.19e-26,130
"3546","PGEN_.00g147040","Scaffold_06:46280946-46290869","NC_069364.1",80,210,36,5,3156,3362,88762962,88762756,7.93e-33,150
"3547","PGEN_.00g147050","Scaffold_06:46300564-46313067","NC_069378.1",80.102,196,25,11,7682,7870,32325196,32325008,1.01e-27,134
"3548","PGEN_.00g147070","Scaffold_06:46380913-46401575","NC_069376.1",90.37,135,6,7,15641,15772,12605098,12604968,1.27e-38,171
"3549","PGEN_.00g147090","Scaffold_06:46418832-46437930","NC_069377.1",77.718,561,84,29,9613,10158,38074365,38073831,3.08e-79,305
"3550","PGEN_.00g147130","Scaffold_06:46585088-46598270","NC_069364.1",77.441,297,39,13,1802,2073,94612650,94612357,2.93e-33,152
"3551","PGEN_.00g147150","Scaffold_06:46610401-46633133","NW_026462998.1",85.43,151,22,0,4752,4902,47013,46863,1.09e-34,158
"3552","PGEN_.00g147160","Scaffold_06:46643847-46650903","NW_026463325.1",77.133,293,59,6,5432,5721,20632,20345,7.24e-37,163
"3553","PGEN_.00g147170","Scaffold_06:46663960-46699745","NC_069372.1",83.929,280,43,2,8990,9268,50124761,50125039,2.73e-67,267
"3554","PGEN_.00g147280","Scaffold_06:46941045-46967449","NC_069363.1",88.793,116,12,1,9591,9705,58889622,58889737,1.27e-29,141
"3555","PGEN_.00g147320","Scaffold_06:47172613-47176601","NC_069372.1",76.756,1338,292,18,2577,3904,61715939,61714611,0,730
"3556","PGEN_.00g147390","Scaffold_06:47379043-47407145","NC_069372.1",77.561,205,43,2,25271,25474,78346507,78346305,1.76e-23,121
"3557","PGEN_.00g147400","Scaffold_06:47413349-47421277","NC_069376.1",80.252,238,39,7,6790,7021,52064847,52064612,1.35e-39,172
"3558","PGEN_.00g147440","Scaffold_06:47564100-47577725","NW_026462447.1",79.812,213,26,12,9557,9760,26292,26088,2.36e-29,139
"3559","PGEN_.00g147510","Scaffold_06:47717680-47728938","NC_069362.1",84.103,195,27,4,2588,2778,89292419,89292613,2.47e-43,185
"3560","PGEN_.00g147580","Scaffold_06:47838780-47847026","NC_069378.1",86.472,1131,150,2,2448,3576,39073675,39074804,0,1238
"3561","PGEN_.00g147620","Scaffold_06:47919553-47984865","NC_069366.1",86.175,217,28,2,63746,63961,83470099,83470314,5.05e-57,233
"3562","PGEN_.00g147630","Scaffold_06:47986935-48045629","NC_069369.1",84.211,285,43,2,13626,13909,10675515,10675798,7.44e-70,276
"3563","PGEN_.00g147650","Scaffold_06:48109998-48123298","NC_069369.1",84.615,286,40,4,3660,3943,10675515,10675798,3.62e-72,281
"3564","PGEN_.00g147670","Scaffold_06:48302371-48326152","NW_026462911.1",87.166,187,24,0,3721,3907,19395,19581,2.39e-51,213
"3565","PGEN_.00g147680","Scaffold_06:48370783-48427271","NC_069376.1",84.53,181,28,0,29730,29910,72271044,72271224,5.77e-41,180
"3566","PGEN_.00g147750","Scaffold_06:48662027-48697783","NC_069361.1",80.42,286,48,6,30135,30415,97562623,97562905,1.3e-50,211
"3567","PGEN_.00g147760","Scaffold_06:48699698-48702617","NC_069378.1",86.179,123,15,2,636,757,40311538,40311659,8.39e-28,132
"3568","PGEN_.00g147830","Scaffold_06:48761185-48771754","NC_069369.1",75.957,470,96,12,1946,2400,4339966,4339499,1.36e-55,226
"3569","PGEN_.00g147850","Scaffold_06:48781202-48814475","NC_069372.1",89.024,164,18,0,28895,29058,15203897,15203734,2.02e-48,204
"3570","PGEN_.00g147860","Scaffold_06:48827886-48906726","NC_069372.1",83.77,191,30,1,35186,35375,15173603,15173413,8.06e-41,180
"3571","PGEN_.00g147870","Scaffold_06:48918772-48944484","NC_069374.1",75.054,922,185,34,4779,5665,42534778,42533867,1.44e-103,387
"3572","PGEN_.00g147930","Scaffold_06:49095544-49114044","NC_069361.1",86.022,186,22,3,9474,9658,33712581,33712399,1.88e-46,196
"3573","PGEN_.00g147940","Scaffold_06:49117907-49158315","NC_069373.1",73.461,731,154,29,21848,22570,14073576,14072878,6.72e-59,239
"3574","PGEN_.00g147960","Scaffold_06:49241193-49280463","NW_026461103.1",86.697,218,29,0,2643,2860,982,1199,5.05e-60,243
"3575","PGEN_.00g147990","Scaffold_06:49444159-49468569","NC_069372.1",76.716,743,144,28,16118,16844,25039387,25040116,1.37e-103,387
"3576","PGEN_.00g148020","Scaffold_06:49622260-49629639","NC_069366.1",76.103,272,55,9,6777,7046,502228,502491,5.93e-28,134
"3577","PGEN_.00g148030","Scaffold_06:49629698-49688806","NC_069361.1",77.538,463,96,7,22580,23038,10602639,10602181,9.69e-69,272
"3578","PGEN_.00g148060","Scaffold_06:49737133-49772945","NC_069374.1",86.4,125,15,2,1017,1140,52727867,52727990,8.03e-28,135
"3579","PGEN_.00g148110","Scaffold_06:49793255-49853924","NC_069376.1",84.043,282,33,8,33483,33753,38768587,38768867,2.15e-65,261
"3580","PGEN_.00g148140","Scaffold_06:49891126-49905000","NC_069369.1",81.455,275,44,6,8460,8729,80707950,80708222,3e-53,219
"3581","PGEN_.00g148160","Scaffold_06:49974260-49992543","NC_069371.1",76.211,454,84,17,15367,15800,6669770,6669321,3.96e-53,219
"3582","PGEN_.00g148180","Scaffold_06:50065456-50093167","NC_069367.1",77.982,218,40,5,17590,17807,61970656,61970865,2.89e-26,130
"3583","PGEN_.00g148260","Scaffold_06:50281148-50296247","NW_026462552.1",94.126,1345,76,3,1770,3113,16153,17495,0,2043
"3584","PGEN_.00g148280","Scaffold_06:50387115-50393072","NC_069363.1",84.058,138,17,5,4432,4564,87201710,87201847,2.23e-26,128
"3585","PGEN_.00g148470","Scaffold_06:50864540-50867563","NC_069367.1",80.623,289,47,8,1101,1383,22105492,22105777,8.39e-53,215
"3586","PGEN_.00g148480","Scaffold_06:50883342-50897378","NC_069369.1",83.333,288,41,7,8068,8351,80707950,80708234,1.79e-65,259
"3587","PGEN_.00g148490","Scaffold_06:50901972-50918828","NC_069369.1",82.445,319,45,11,400,710,10675830,10675515,3.57e-68,268
"3588","PGEN_.00g148510","Scaffold_06:50942067-50962592","NC_069374.1",88.485,165,19,0,18548,18712,59014544,59014708,1.61e-47,200
"3589","PGEN_.00g148520","Scaffold_06:50962971-50978716","NC_069369.1",80.676,207,34,6,5161,5363,10675582,10675786,2.71e-34,156
"3590","PGEN_.00g148540","Scaffold_06:51027985-51031664","NC_069369.1",83.566,286,42,5,2190,2471,80707950,80708234,3.6e-67,263
"3591","PGEN_.00g148560","Scaffold_06:51088424-51097741","NC_069377.1",84.946,186,23,5,2844,3025,36168009,36167825,7.34e-43,183
"3592","PGEN_.00g148860","Scaffold_06:51590998-51607627","NC_069372.1",84.153,183,26,3,16144,16325,55034479,55034659,7.9e-40,174
"3593","PGEN_.00g149060","Scaffold_06:52028956-52043868","NC_069366.1",85.03,167,23,2,1827,1992,20706281,20706446,3.29e-38,169
"3594","PGEN_.00g149080","Scaffold_06:52047108-52068891","NC_069369.1",83.663,202,28,5,10861,11059,80708035,80708234,4.78e-43,185
"3595","PGEN_.00g149100","Scaffold_06:52093756-52110718","NC_069368.1",87.081,209,26,1,9069,9277,46289952,46290159,3.64e-58,235
"3596","PGEN_.00g149140","Scaffold_06:52263958-52278285","NC_069372.1",84.729,203,20,8,9281,9472,50810383,50810181,1.88e-45,193
"3597","PGEN_.00g149180","Scaffold_06:52349003-52367018","NC_069373.1",76.758,839,167,23,4692,5518,24709459,24710281,5.91e-121,444
"3598","PGEN_.00g149190","Scaffold_06:52367971-52381693","NW_026460133.1",79.211,279,50,5,10130,10402,23388,23664,8.37e-44,187
"3599","PGEN_.00g149230","Scaffold_06:52455913-52482091","NC_069374.1",84.906,159,22,2,19584,19740,52727990,52727832,3.48e-35,159
"3600","PGEN_.00g149250","Scaffold_06:52532315-52545544","NW_026460896.1",77.267,1654,300,40,9737,11327,23086,24726,0,902
"3601","PGEN_.00g149260","Scaffold_06:52557235-52573268","NC_069361.1",83.333,174,29,0,10772,10945,40462081,40462254,5.93e-36,161
"3602","PGEN_.00g149340","Scaffold_06:52746389-52762158","NC_069364.1",84.689,209,28,3,2765,2970,41333925,41333718,2.66e-49,206
"3603","PGEN_.00g149400","Scaffold_06:52857262-52863544","NC_069373.1",87.273,110,14,0,571,680,61846637,61846746,8.45e-26,126
"3604","PGEN_.00g149480","Scaffold_06:53000191-53009032","NW_026460099.1",75.299,251,54,6,7608,7851,33904,34153,9.27e-22,113
"3605","PGEN_.00g149550","Scaffold_06:53040946-53049740","NC_069367.1",81.065,169,26,1,6671,6833,7018107,7017939,9.15e-27,130
"3606","PGEN_.00g149620","Scaffold_06:53125740-53141211","NC_069370.1",77.809,356,61,15,7491,7837,58430053,58430399,9.37e-49,204
"3607","PGEN_.00g149630","Scaffold_06:53153448-53171682","NC_069377.1",82.963,135,19,3,7506,7640,51394582,51394452,4.12e-23,119
"3608","PGEN_.00g149640","Scaffold_06:53208943-53234353","NC_069369.1",85.017,287,37,6,1503,1786,10675515,10675798,1.49e-73,287
"3609","PGEN_.00g149650","Scaffold_06:53236781-53264016","NC_069369.1",85.017,287,37,6,25450,25733,10675798,10675515,1.59e-73,287
"3610","PGEN_.00g149670","Scaffold_06:53301237-53323873","NC_069377.1",84.328,134,17,3,10841,10974,51394453,51394582,8.49e-26,128
"3611","PGEN_.00g149680","Scaffold_06:53335825-53354243","NC_069370.1",77.591,357,60,17,7605,7951,58430399,58430053,5.19e-47,198
"3612","PGEN_.00g149700","Scaffold_06:53391283-53435064","NC_069369.1",87.363,182,16,7,3114,3292,59221005,59220828,9.55e-48,202
"3613","PGEN_.00g149770","Scaffold_06:53567961-53579392","NW_026461140.1",85.455,275,34,6,2033,2304,44806,45077,3.11e-72,281
"3614","PGEN_.00g149780","Scaffold_06:53582506-53632539","NC_069366.1",81.333,150,26,2,16390,16538,24228647,24228499,3.14e-23,121
"3615","PGEN_.00g149790","Scaffold_06:53647054-53665287","NC_069366.1",92.063,126,10,0,13279,13404,37933505,37933380,6.7e-41,178
"3616","PGEN_.00g149870","Scaffold_06:53843408-53854994","NC_069378.1",92.105,114,6,2,2767,2879,26367781,26367892,5.54e-35,158
"3617","PGEN_.00g149880","Scaffold_06:53857642-53885147","NC_069366.1",85.944,1117,123,19,1592,2676,19666998,19668112,0,1162
"3618","PGEN_.00g149900","Scaffold_06:53907243-53921078","NC_069369.1",81.633,294,47,7,5025,5314,10675496,10675786,8.26e-59,237
"3619","PGEN_.00g149930","Scaffold_06:53983447-54024764","NC_069367.1",87.019,208,27,0,32096,32303,66841473,66841680,8.89e-58,235
"3620","PGEN_.00g149950","Scaffold_06:54042698-54056897","NC_069378.1",91.954,87,7,0,9080,9166,11880457,11880371,2.48e-24,122
"3621","PGEN_.00g149970","Scaffold_06:54069857-54075649","NC_069376.1",81.081,185,35,0,4619,4803,72271226,72271042,1.66e-32,148
"3622","PGEN_.00g150010","Scaffold_06:54121212-54139374","NC_069362.1",70.956,1601,364,73,3042,4592,93227841,93226292,1.06e-73,287
"3623","PGEN_.00g150020","Scaffold_06:54141658-54149241","NC_069365.1",79.859,283,34,11,1052,1316,59687876,59687599,1.66e-43,185
"3624","PGEN_.00g150040","Scaffold_06:54159332-54184799","NC_069377.1",89.415,1625,140,19,23860,25467,67664058,67662449,0,2019
"3625","PGEN_.00g150050","Scaffold_06:54186667-54187347","NW_026461609.1",92.931,679,48,0,2,680,3599,4277,0,989
"3626","PGEN_.00g150060","Scaffold_06:54191449-54259964","NC_069373.1",81.492,1367,222,20,1612,2960,50758625,50759978,0,1094
"3627","PGEN_.00g150100","Scaffold_06:54424062-54457910","NC_069373.1",80.702,171,30,3,18351,18519,64045443,64045274,3.53e-26,130
"3628","PGEN_.00g150150","Scaffold_06:54501858-54552871","NC_069372.1",86.503,163,20,2,19052,19213,66381815,66381976,1.88e-40,178
"3629","PGEN_.00g150230","Scaffold_06:54866512-54887838","NC_069363.1",78.748,767,139,10,20560,21325,70186240,70186983,2.46e-135,492
"3630","PGEN_.00g150280","Scaffold_06:54951809-54971334","NC_069370.1",78.649,1377,230,34,3752,5089,12680117,12681468,0,856
"3631","PGEN_.00g150350","Scaffold_06:55164860-55169777","NC_069369.1",84.416,231,30,5,2091,2319,10675572,10675798,8.19e-55,222
"3632","PGEN_.00g150410","Scaffold_06:55353623-55384546","NC_069377.1",82.576,132,20,2,3698,3829,51394453,51394581,3.25e-21,113
"3633","PGEN_.00g150430","Scaffold_06:55493407-55509555","NW_026460133.1",75,576,121,14,5105,5664,23825,23257,5.76e-61,244
"3634","PGEN_.00g150440","Scaffold_06:55514168-55584707","NC_069378.1",88.601,193,18,4,53620,53810,5486281,5486091,1.96e-56,231
"3635","PGEN_.00g150480","Scaffold_06:55708332-55744074","NC_069375.1",82.915,199,33,1,14524,14721,73406463,73406661,1.31e-40,178
"3636","PGEN_.00g150520","Scaffold_06:55761751-55772336","NC_069362.1",74.405,336,75,10,7769,8098,78078699,78079029,8.52e-28,134
"3637","PGEN_.00g150540","Scaffold_06:55784366-55792642","NW_026462447.1",88.41,371,26,3,3411,3781,42231,41878,2.11e-117,431
"3638","PGEN_.00g150580","Scaffold_06:55886663-55903864","NC_069371.1",75.316,632,118,23,10574,11172,6669782,6669156,3.64e-68,268
"3639","PGEN_.00g150610","Scaffold_06:55983572-55994478","NC_069373.1",75.862,406,78,15,2274,2664,48397885,48398285,1.85e-44,189
"3640","PGEN_.00g150690","Scaffold_06:56129460-56141534","NC_069379.1",87.619,105,11,2,1000,1104,37365632,37365530,7.57e-24,121
"3641","PGEN_.00g150730","Scaffold_06:56370071-56383108","NC_069372.1",84.651,215,33,0,2506,2720,34970203,34969989,3.65e-52,215
"3642","PGEN_.00g150750","Scaffold_06:56418975-56438422","NW_026462906.1",92,150,8,4,17765,17912,34703,34850,9.11e-50,207
"3643","PGEN_.00g150810","Scaffold_06:56557349-56571135","NC_069366.1",77.064,545,107,17,12712,13247,85667397,85666862,3.72e-77,298
"3644","PGEN_.00g150940","Scaffold_06:56791196-56795537","NC_069377.1",81.356,177,31,1,1296,1470,39798454,39798278,5.78e-31,143
"3645","PGEN_.00g150950","Scaffold_06:56796548-56836126","NC_069364.1",86.574,216,27,2,34769,34983,33754543,33754757,2.37e-58,237
"3646","PGEN_.00g150960","Scaffold_06:56852820-56861907","NC_069361.1",80.851,188,33,3,7884,8069,17387518,17387332,3.38e-31,145
"3647","PGEN_.00g150980","Scaffold_06:56892929-56909635","NC_069365.1",80.139,287,39,12,1158,1429,59687882,59687599,4.71e-47,198
"3648","PGEN_.00g150990","Scaffold_06:56971282-56997807","NC_069364.1",76.386,415,84,8,25707,26120,25800683,25800282,9.61e-51,211
"3649","PGEN_.00g151050","Scaffold_06:57080071-57136506","NW_026461808.1",79.286,280,44,12,43842,44115,73245,73516,4.46e-42,183
"3650","PGEN_.00g151110","Scaffold_06:57210902-57236080","NC_069374.1",83.523,176,22,3,18247,18415,52727990,52727815,1.21e-34,158
"3651","PGEN_.00g151120","Scaffold_06:57240769-57254196","NC_069374.1",85.745,933,120,12,663,1591,71514741,71515664,0,974
"3652","PGEN_.00g151130","Scaffold_06:57256204-57256972","NC_069371.1",89.412,170,15,3,391,559,3139465,3139632,2.68e-52,211
"3653","PGEN_.00g151230","Scaffold_06:57481670-57537417","NC_069369.1",82.639,288,43,7,38849,39132,80707950,80708234,1.54e-61,248
"3654","PGEN_.00g151340","Scaffold_06:57752473-57756489","NC_069362.1",89.109,101,9,2,907,1007,19708847,19708749,1.94e-25,124
"3655","PGEN_.00g151360","Scaffold_06:57783330-57868391","NC_069375.1",86.667,180,23,1,35484,35663,4221844,4221666,2.4e-46,198
"3656","PGEN_.00g151380","Scaffold_06:57927443-57957846","NC_069373.1",84.483,174,27,0,28204,28377,62961113,62960940,5.2e-39,172
"3657","PGEN_.00g151390","Scaffold_06:57964055-57975895","NC_069364.1",81.56,141,21,4,3398,3534,14334150,14334011,4.47e-21,111
"3658","PGEN_.00g151500","Scaffold_06:58105879-58123245","NC_069362.1",78.808,302,53,8,10509,10800,74425515,74425815,2.28e-45,193
"3659","PGEN_.00g151630","Scaffold_06:58510095-58527405","NC_069375.1",96.739,92,3,0,15068,15159,15404722,15404813,1.07e-33,154
"3660","PGEN_.00g151640","Scaffold_06:58533726-58560502","NC_069369.1",84.965,286,39,4,16467,16750,10675798,10675515,1.57e-73,287
"3661","PGEN_.00g151670","Scaffold_06:58615206-58636427","NC_069370.1",75.964,441,89,11,4620,5045,57516415,57516853,7.69e-51,211
"3662","PGEN_.00g151690","Scaffold_06:58655906-58667124","NC_069362.1",75.454,937,176,43,3774,4673,28533340,28534259,4.82e-110,407
"3663","PGEN_.00g151720","Scaffold_06:58828261-58883609","NC_069372.1",74.797,615,141,12,2,609,74103554,74102947,1.52e-66,265
"3664","PGEN_.00g151750","Scaffold_06:58935863-58944467","NC_069366.1",77.739,283,56,7,4272,4548,72498175,72498456,6.83e-38,167
"3665","PGEN_.00g151800","Scaffold_06:59024122-59055713","NC_069369.1",82.969,229,33,6,17427,17653,80708235,80708011,6.89e-48,202
"3666","PGEN_.00g151930","Scaffold_06:59315626-59339518","NW_026460142.1",79.375,1343,226,37,8797,10098,72405,73737,0,898
"3667","PGEN_.00g151950","Scaffold_06:59355973-59403333","NC_069364.1",84,150,23,1,565,714,36589962,36589814,6.35e-30,143
"3668","PGEN_.00g151990","Scaffold_06:59471789-59488971","NC_069367.1",87.963,216,25,1,8871,9085,29225301,29225516,1.02e-63,254
"3669","PGEN_.00g152050","Scaffold_06:59559722-59568343","NC_069377.1",79.167,432,74,10,1312,1730,65570490,65570918,1.81e-73,285
"3670","PGEN_.00g152060","Scaffold_06:59571873-59585950","NC_069367.1",84.722,216,31,2,9486,9699,29225301,29225516,3.94e-52,215
"3671","PGEN_.00g152090","Scaffold_06:59603630-59616079","NC_069362.1",78.251,423,57,13,5638,6052,12039720,12039325,2.07e-59,239
"3672","PGEN_.00g152190","Scaffold_06:59812493-59849607","NC_069377.1",97.596,208,4,1,23266,23473,42595995,42595789,5.87e-94,355
"3673","PGEN_.00g152220","Scaffold_06:59934384-59969051","NC_069366.1",83.721,172,26,2,8416,8587,8139011,8139180,1.28e-35,161
"3674","PGEN_.00g152290","Scaffold_06:60250713-60256163","NC_069363.1",77.419,310,62,6,3815,4117,51890893,51891201,1.99e-41,178
"3675","PGEN_.00g152390","Scaffold_06:60382394-60387827","NC_069361.1",75.339,369,72,14,1327,1679,97561950,97562315,7.2e-36,159
"3676","PGEN_.00g152420","Scaffold_06:60476655-60483883","NW_026460907.1",82.383,193,30,3,2669,2858,64725,64534,2.06e-37,165
"3677","PGEN_.00g152460","Scaffold_06:60636709-60753861","NC_069369.1",88.889,108,10,2,10177,10283,16180080,16180186,3.4e-26,132
"3678","PGEN_.00g152520","Scaffold_06:60891790-60942793","NC_069370.1",90.291,103,4,6,30667,30767,6819001,6818903,5.33e-26,130
"3679","PGEN_.00g152540","Scaffold_06:60950578-60965671","NW_026462552.1",94.048,1344,63,6,7103,8432,16154,17494,0,2023
"3680","PGEN_.00g152580","Scaffold_06:61108939-61130489","NW_026460133.1",75.442,509,103,16,14497,14986,23257,23762,7.75e-56,228
"3681","PGEN_.00g152620","Scaffold_06:61182059-61217802","NW_026461758.1",78.964,309,62,3,12141,12448,49785,50091,1.68e-49,207
"3682","PGEN_.00g152630","Scaffold_06:61272395-61312080","NC_069373.1",81.529,157,29,0,36805,36961,62960940,62961096,4.14e-26,130
"3683","PGEN_.00g152670","Scaffold_06:61349286-61400353","NW_026459716.1",88.688,221,25,0,32842,33062,49078,48858,3.01e-68,270
"3684","PGEN_.00g152680","Scaffold_06:61402590-61437197","NC_069365.1",86.719,128,14,3,7385,7510,29840574,29840700,6e-29,139
"3685","PGEN_.00g152690","Scaffold_06:61439373-61453257","NC_069377.1",86.364,132,15,3,12403,12534,51394581,51394453,6.69e-30,141
"3686","PGEN_.00g152710","Scaffold_06:61471377-61546162","NW_026460402.1",85.5,200,29,0,18226,18425,457,656,9.75e-50,209
"3687","PGEN_.00g152720","Scaffold_06:61556990-61710628","NC_069369.1",83.962,318,40,11,105196,105505,10675829,10675515,5.38e-75,294
"3688","PGEN_.00g152810","Scaffold_07:72218-96948","NC_069371.1",82.326,215,37,1,23368,23582,6583294,6583081,5.43e-43,185
"3689","PGEN_.00g152910","Scaffold_07:259724-265237","NC_069378.1",86.111,108,9,6,2219,2324,34235169,34235272,2.07e-21,111
"3690","PGEN_.00g152920","Scaffold_07:268487-271602","NC_069374.1",77.273,220,45,5,1902,2117,10290703,10290921,1.5e-25,124
"3691","PGEN_.00g152940","Scaffold_07:316171-364097","NC_069369.1",86.861,274,32,4,36421,36692,10675515,10675786,2.79e-78,303
"3692","PGEN_.00g152950","Scaffold_07:378122-433806","NC_069374.1",81.646,158,28,1,19186,19343,52727834,52727990,5.81e-26,130
"3693","PGEN_.00g152970","Scaffold_07:563395-613824","NW_026462552.1",95.546,1347,57,3,45130,46476,16154,17497,0,2152
"3694","PGEN_.00g152980","Scaffold_07:614568-648435","NC_069364.1",86.977,215,28,0,12717,12931,36589757,36589971,4.35e-60,243
"3695","PGEN_.00g153000","Scaffold_07:701356-712898","NC_069370.1",88.421,95,8,3,3773,3866,22548255,22548347,4.36e-21,111
"3696","PGEN_.00g153030","Scaffold_07:768616-772540","NW_026461758.1",76.06,731,137,24,2098,2792,49363,50091,3.71e-92,346
"3697","PGEN_.00g153060","Scaffold_07:875779-880682","NC_069361.1",75.104,960,185,35,2303,3218,97562889,97561940,3.51e-108,399
"3698","PGEN_.00g153130","Scaffold_07:1001768-1036411","NC_069369.1",81.513,238,37,7,22086,22319,10675581,10675815,5.88e-44,189
"3699","PGEN_.00g153140","Scaffold_07:1037155-1079880","NW_026462552.1",95.546,1347,57,3,3897,5243,17497,16154,0,2152
"3700","PGEN_.00g153180","Scaffold_07:1285510-1374640","NC_069369.1",84.321,287,40,5,31204,31487,80707950,80708234,1.13e-69,276
"3701","PGEN_.00g153190","Scaffold_07:1374686-1377799","NC_069374.1",77.273,220,45,5,986,1201,10290921,10290703,1.5e-25,124
"3702","PGEN_.00g153200","Scaffold_07:1381056-1386539","NC_069365.1",90.196,102,8,2,3147,3247,51080698,51080598,1.58e-27,132
"3703","PGEN_.00g153300","Scaffold_07:1549548-1575197","NC_069371.1",81.395,215,39,1,1145,1359,6583081,6583294,1.22e-39,174
"3704","PGEN_.00g153360","Scaffold_07:1651557-1667456","NC_069370.1",88.372,215,25,0,6161,6375,3320536,3320750,2.03e-65,259
"3705","PGEN_.00g153400","Scaffold_07:1770475-1820684","NC_069368.1",78.704,216,40,6,40187,40399,17070431,17070219,8.71e-29,139
"3706","PGEN_.00g153440","Scaffold_07:1957825-2067352","NC_069369.1",76.301,692,133,27,92814,93483,49742768,49742086,4.85e-89,340
"3707","PGEN_.00g153460","Scaffold_07:2103690-2108305","NC_069373.1",88.991,109,12,0,4307,4415,62961048,62960940,1.03e-28,135
"3708","PGEN_.00g153490","Scaffold_07:2194098-2203853","NW_026462237.1",84.733,131,14,4,2697,2826,24013,23888,1.31e-25,126
"3709","PGEN_.00g153510","Scaffold_07:2223515-2237152","NC_069374.1",82.353,187,26,3,13055,13234,52727804,52727990,2.34e-34,156
"3710","PGEN_.00g153520","Scaffold_07:2244026-2260966","NC_069371.1",81.166,223,30,9,976,1190,62702004,62701786,3.74e-38,169
"3711","PGEN_.00g153530","Scaffold_07:2286010-2293469","NC_069363.1",85.833,120,17,0,3689,3808,72915465,72915346,2.79e-26,128
"3712","PGEN_.00g153540","Scaffold_07:2299118-2323442","NW_026462127.1",87.156,218,28,0,15231,15448,50216,49999,6.72e-62,248
"3713","PGEN_.00g153580","Scaffold_07:2326054-2404467","NW_026463353.1",79.803,406,60,9,598,984,35749,36151,9.94e-70,276
"3714","PGEN_.00g153600","Scaffold_07:2513910-2548015","NC_069370.1",79.182,269,46,6,20526,20784,57516882,57516614,1.25e-40,178
"3715","PGEN_.00g153610","Scaffold_07:2568744-2581892","NC_069377.1",92.961,1520,90,10,653,2163,144276,142765,0,2198
"3716","PGEN_.00g153630","Scaffold_07:2623604-2643343","NC_069368.1",86.986,146,19,0,14389,14534,26756564,26756419,5.64e-37,165
"3717","PGEN_.00g153660","Scaffold_07:2716684-2732231","NC_069377.1",82.051,234,42,0,13299,13532,71655255,71655022,1.22e-47,200
"3718","PGEN_.00g153680","Scaffold_07:2758769-2766132","NC_069369.1",84.266,286,41,4,4962,5245,10675515,10675798,9.3e-71,276
"3719","PGEN_.00g153700","Scaffold_07:2798757-2829342","NC_069363.1",77.708,480,100,7,21166,21642,1950654,1951129,1.79e-73,287
"3720","PGEN_.00g153810","Scaffold_07:2965734-2987644","NC_069377.1",82.517,143,18,4,6743,6878,39798316,39798458,4.95e-23,119
"3721","PGEN_.00g153880","Scaffold_07:3077683-3091667","NC_069373.1",83.422,187,28,3,3196,3382,62961119,62960936,8.59e-39,171
"3722","PGEN_.00g153890","Scaffold_07:3094483-3117972","NW_026460133.1",77.349,596,126,6,19619,20206,23227,23821,8.04e-91,344
"3723","PGEN_.00g153900","Scaffold_07:3152401-3177336","NW_026461103.1",88.462,208,24,0,20888,21095,1189,982,5.32e-63,252
"3724","PGEN_.00g153950","Scaffold_07:3225396-3247917","NC_069373.1",84.444,180,26,2,15765,15943,62961113,62960935,2.98e-40,176
