spot,Genebank,Description,Cluster,Tissue specificity,,ST3F F9,ST3F F14,ST3F F15,ST3F F32,Gc3Fb,Gc3Fa,Gc3Fc,Gl3Fa,Gl3Fb,Gl3Fd,LQ15,LQ18,LQ21,HQ28,HQ29,HQ3,HQ26
20806,AM861173,(sp:O43639) Cytoplasmic protein NCK2 OS=Homo sapiens GN=NCK2 PE=1 SV=2,3,,oocytes,1.387105495,1.161262248,1.304473108,1.312884997,1.290695522,1.087697063,1.365165456,1.249030297,1.43898639,1.546804951,1.805504646,1.770676053,1.802416946,1.750073485,1.850629198,1.693874118,1.627377091
21385,AM854790,(sp:Q5F3Z9) Zinc finger CCCH domain-containing protein 14 OS=Gallus gallus GN=ZC3H14 PE=2 SV=1,3,,oocytes,1.023301434,0.9749525,1.022832753,0.965636871,0.762765162,0.649179289,0.918293818,0.820733104,1.124595148,1.280283189,1.63938853,1.724552299,1.504105645,1.342638416,1.60772504,1.539623623,1.341999117
21639,AM868210,0,3,,oocytes,2.437751825,2.326730581,2.423717503,2.382609212,2.552456461,2.345841287,2.623836001,2.489336568,2.613616559,2.435946195,3.030138669,3.048478098,2.814564295,2.943069429,3.072854861,2.911789219,2.936802257
22321,FP010698,"PREDICTED: similar to cytochrome P450, family 3, subfamily A, polypeptide 65 [Ciona intestinalis]",3,,oocytes,0.682927522,0.60536154,0.767275257,0.6973476,0.694760046,0.614551187,0.665246321,0.723016874,0.845588336,0.884902037,1.194181108,1.112593839,0.960166797,0.967550913,1.021983038,1.106889001,1.116086299
23532,CU988677,0,3,,oocytes,2.072116926,1.941455341,2.053161139,1.952927555,1.939335072,1.841482342,2.054230737,1.963132043,2.143949367,2.266591581,2.417768675,2.465043879,2.465785915,2.389637034,2.61128155,2.454924787,2.315749422
23959,AM867237,conserved hypothetical protein [Pediculus humanus corporis],3,female gonad,oocytes,0.216138495,0.074450299,0.183361594,0.203651651,0.195952942,0.078238108,0.24007224,0.147839719,0.312527246,0.449688316,0.883240596,1.0288491,0.800037483,0.80422332,0.716827833,0.941489018,0.808642477
24234,AM869240,0,3,,oocytes,1.6954362648439298,1.5401002410577336,1.6312849477510918,1.4954321396939518,1.7454776491061168,1.649642033671897,1.5528424659965965,1.6597827215998606,1.6970962818128654,1.7072919775927133,2.045503344382703,2.142780530271426,1.854081182988887,2.1216157239647724,2.094350886220636,2.001023268122126,1.9490161778992587
24401,AM865015,(sp:Q9NXS3) Kelch-like protein 28 OS=Homo sapiens GN=KLHL28 PE=2 SV=2,3,,oocytes,0.805618223,0.875602339,0.864817242,0.771320798,0.842924761,0.721188191,0.939082162,0.772474052,0.997267769,1.1830598,1.331996249,1.421041949,1.362239458,1.329883177,1.309200387,1.349389744,1.293850106
25505,AJ565676,conserved hypothetical protein [Ixodes scapularis],3,,somatic,1.861554502,2.039216898,1.915976211,1.927994451,1.82032712,1.837929024,1.895211887,1.893993724,1.908206793,1.878932082,1.587355729,1.632389248,1.685408233,1.732141516,1.593020584,1.725398552,1.594385312
26089,CU685443,0,3,,oocytes,0.134116295,0.123357759,0.239409148,0.053853118,0.092376669,0.121304927,-0.011799818,0.185652424,0.360047215,0.221963995,0.588373772,0.758079153,0.63983205,0.695052168,0.544567481,0.646837731,0.440211947
26892,AM861833,(sp:O12947) Protein-S-isoprenylcysteine O-methyltransferase OS=Xenopus laevis GN=icmt PE=2 SV=1,3,female gonad,oocytes,1.0144888,0.89655113,1.102567837,0.977151178,0.87534723,0.79664334,1.049934841,0.932370261,1.107004853,1.325226792,1.544858544,1.51654935,1.536630547,1.496740511,1.453367046,1.59645413,1.354404079
27044,AM857933,(sp:Q4G0N4) UPF0465 protein C5orf33 OS=Homo sapiens GN=C5orf33 PE=1 SV=2,3,female gonad,oocytes,0.688215712,0.66583976,0.647534738,0.839524435,0.710102527,0.662330164,0.855712086,0.718970639,0.717660447,0.846484852,1.107963092,1.276129738,1.103552579,1.185705336,0.979709033,1.178310032,1.073289457
27221,ES789154,(sp:Q5R8K4) Zinc finger protein 207 OS=Pongo abelii GN=ZNF207 PE=2 SV=1,3,,oocytes,1.819848866,1.740545068,1.915334773,1.809796033,1.814259742,1.645587888,1.947224808,1.801122982,1.880380211,2.121258249,2.214583079,2.292358059,2.268639967,2.24493461,2.410847544,2.250305013,2.308609039
28258,AM859569,0,3,,oocytes,0.790386584,0.173348926,0.53697498,0.528210119,0.669140746,0.145698313,0.870749757,0.665732446,0.513495978,1.023876581,1.552964685,1.526078414,1.415454839,1.610387893,1.25373675,1.549994257,1.303803136
28795,DV736602,0,3,,oocytes,2.15203476,2.012997176,2.140111909,2.117360444,2.168687838,1.974931592,2.220731626,2.135393016,2.310656419,2.395112251,2.473114839,2.559312381,2.566245175,2.541352398,2.757800438,2.534820569,2.479542689
28814,CU987305,0,3,,oocytes,1.750227388,1.618861152,1.833246978,1.730776955,1.754054549,1.646477765,1.827220859,1.768348655,1.845634503,1.983750716,2.19031341,2.081189141,2.136288568,2.08459086,2.212154969,2.050881002,2.104061609
29489,AM859179,(sp:Q8CHU3) Epsin-2 OS=Mus musculus GN=Epn2 PE=1 SV=1,3,,oocytes,1.331841395,1.297641077,1.359284465,1.357579549,1.311864291,1.231717418,1.372988255,1.338525203,1.527908383,1.619209208,1.867945916,1.883665716,1.805875006,1.751975206,1.81317119,1.8055077,1.57393604
29510,AM859765,0,3,female gonad,oocytes,1.096937367,0.879579299,1.054004694,0.800222171,1.008248711,0.842963703,1.20276856,0.954993584,1.017486454,1.299841682,1.527555726,1.599800789,1.561642928,1.436990487,1.556726724,1.499141473,1.29461376
30172,AM859407,0,3,,oocytes,1.032558843,1.063462042,1.065345718,1.048008263,0.853345775,0.925726668,1.061223577,1.042717036,1.137235713,1.170734082,1.440606945,1.456215319,1.443470116,1.47224569,1.499769522,1.417126952,1.441287746
30299,AM862033,(sp:Q8CG85) MAM domain-containing protein 2 OS=Mus musculus GN=Mamdc2 PE=1 SV=1,3,,oocytes,2.188001183,2.016862955,2.215063523,2.203836415,2.221235284,1.879125736,2.369959622,2.172766118,2.319391301,2.384209273,2.631209861,2.73289784,2.646771529,2.694805924,2.952258591,2.734430347,2.54682022
31126,AM862650,(sp:Q6V7V2) Rhotekin OS=Rattus norvegicus GN=Rtkn PE=2 SV=1,3,female gonad,oocytes,0.332211878,0.3648775,0.60840302,0.4499988,0.456992138,0.251886449,0.517157716,0.510344107,0.440885604,0.776508634,0.972484901,1.147229664,1.0528953,1.078866193,0.878145468,1.103308629,0.958578426
31817,CX069100,0,3,,oocytes,1.995111012,1.924074324,2.07146396,1.96461537,2.007443173,1.879673184,2.099267129,2.059753041,2.044076601,2.294445882,2.409240906,2.34546375,2.354370651,2.4209648,2.50131343,2.374089526,2.260648458
32712,AM860111,0,3,,oocytes,1.671387068,1.523140215,1.69197232,1.595390246,1.585430798,1.452548562,1.799522901,1.577762937,1.786689106,1.954930914,2.209913744,2.129387998,2.095815285,2.027349968,2.133372754,2.144023244,1.919793957
33361,AM861096,hypothetical protein [Trichomonas vaginalis G3],3,,oocytes,1.366237477,0.985638682,1.330361182,1.150289541,1.284080841,0.894179478,1.79226597,1.204408019,1.345096764,1.851814088,2.47034207,2.31316866,2.286345083,1.999389242,2.124259575,2.194606839,1.985752676
33379,CU997418,(sp:Q5ZIE8) Activating transcription factor 7-interacting protein 1 OS=Gallus gallus GN=ATF7IP PE=2 SV=1,3,female gonad,oocytes,1.978395966,1.947918223,1.768383756,2.043291551,1.963420292,1.793946355,2.074365712,1.943640323,2.196239439,2.222780892,2.652723386,2.627130486,2.572847912,2.425647934,2.48065333,2.482034865,2.383639172
34131,AM859533,0,3,,oocytes,1.327537792,1.258246729,1.317735473,1.343929413,1.317754154,1.180686873,1.333760216,1.308712168,1.50309278,1.615457079,1.779446293,1.80342962,1.831795305,1.74433292,1.745976328,1.763438396,1.547263752
34178,AM867229,(sp:A6NNP5) UPF0594 protein C13orf38 OS=Homo sapiens GN=C13orf38 PE=3 SV=3,3,,oocytes,0.76917094,0.504826644,0.841637608,0.6525313,0.657190526,0.294784636,1.2072844,0.621872306,0.647243651,1.209842836,1.237958605,1.679057708,1.639292614,1.389809119,1.540159776,1.546361364,1.535099895
35379,AM861678,(sp:Q91W53) Golgin subfamily A member 7 OS=Mus musculus GN=Golga7 PE=2 SV=1,3,,oocytes,0.710660735,0.720389555,0.671515581,0.603692186,0.646187234,0.447570673,0.645586175,0.548098685,0.640274601,1.003339937,1.157734096,1.18319962,1.132258954,1.179924865,1.041871378,1.242744097,1.082200321
36559,CU685529,0,3,,oocytes,0.55144639,0.463706346,0.620223336,0.569822641,0.466681122,0.405243947,0.453877053,0.465074199,0.550087397,0.788503139,1.018149277,1.137408284,0.9675918,0.949980392,0.896073755,1.083495487,0.832592667
37662,AM865234,0,3,female gonad,oocytes,2.027219768,1.891148915,1.968090628,1.983908191,2.050879134,1.890424497,2.346689025,2.023527152,2.191038015,2.316024599,2.692818321,2.646284148,2.518985117,2.520737694,2.767861902,2.460770243,2.537333325
39681,AM861438,0,3,,oocytes,2.251280298,2.23988606,2.307821554,2.245060595,2.228083985,2.166631543,2.345568211,2.266234388,2.43291026,2.381424981,2.581918154,2.599486784,2.587301738,2.594725978,2.812633272,2.570361682,2.570319477
41267,AM864763,0,3,,oocytes,2.210417077,2.108671622,2.242642405,2.198363834,2.249234568,2.06263822,2.448070958,2.239079924,2.364525479,2.432287279,2.697385016,2.668884704,2.605921809,2.664590892,2.810827534,2.569071627,2.583782099
42010,AM860225,0,3,,oocytes,1.293979922,1.3310798,1.411007501,1.331821116,1.292092241,1.185043508,1.234302815,1.265348896,1.456000677,1.627724111,1.914881532,2.037277529,1.8416357,1.818330738,1.975610828,1.871024382,1.762580165
42817,AM865393,(sp:B4HQ29) F-box/SPRY domain-containing protein 1 OS=Drosophila sechellia GN=Fsn PE=3 SV=1,3,,oocytes,0.803830214,0.661579245,0.873371473,0.672984889,0.719928553,0.580243843,0.919760209,0.745109972,0.875768048,1.246527756,1.477574932,1.370929081,1.319814743,1.243934359,1.301085965,1.421580154,1.267675151
43763,AM861216,(sp:Q9I9M5) Frizzled-1 OS=Xenopus laevis GN=fzd1 PE=2 SV=1,3,,oocytes,1.856310841,1.893878793,1.968363313,1.944805088,1.983053437,1.911136381,2.039697049,1.981401852,2.07595484,2.220430539,2.644106039,2.582918837,2.35955365,2.493981783,2.656046361,2.447786025,2.387108562
1891,AM868373,(sp:O35678) Monoglyceride lipase OS=Mus musculus GN=Mgll PE=1 SV=1,4,,oocytes,0.442875056,0.412518249,0.460449947,0.268110754,0.662863707,0.458601262,0.115136428,0.301885292,0.425335388,0.698876062,1.254431875,1.237264218,1.369058866,1.174093044,1.50362738,1.193271209,1.104346328
4060,AM855485,0,4,,somatic,1.517166929,1.912550728,1.692848029,1.616326236,1.555511086,1.650241727,1.471895342,1.693155582,1.623888515,1.033253919,0.838328344,0.961503391,0.616799973,1.017269434,0.794822107,0.808423175,0.774859069
5215,AM868368,0,4,female gonad,somatic,2.043449641,1.812678222,1.72876935,1.414062737,1.579958954,1.775832067,1.298177281,1.910985062,1.648424935,0.975243084,-0.22028839,-0.093951388,-0.041130718,0.259010957,-0.471792109,0.045882124,-0.313381411
5674,AB084783,(sp:P18948) Vitellogenin-6 OS=Caenorhabditis elegans GN=vit-6 PE=1 SV=5,4,,somatic,2.561196805,2.503779248,2.550219075,2.405339838,2.665249607,2.642186073,2.624689098,2.697256855,2.81185422,2.435951794,0.274530653,0.489494566,0.409234575,0.591772598,0.484846973,0.077038541,1.160512315
5860,FP001053,0,4,,somatic,1.090710949,1.268333811,1.134053174,1.151292466,1.041657116,1.021068415,0.991692813,1.124669921,1.09566243,0.94573647,0.630462328,0.657357271,0.697565897,0.824980174,0.684043257,0.737184356,0.797952489
6254,CU991090,(sp:Q1JQ19) DEP domain-containing protein 7 OS=Danio rerio GN=depdc7 PE=2 SV=1,4,female gonad,somatic,1.835700294,2.146927336,1.822811511,1.768300876,1.983756322,1.885266988,1.39529196,2.040783633,1.977200675,1.525595951,0.704941779,0.880705403,1.076769325,1.142589982,1.150341814,0.942023246,0.949535822
6611,CU999373,hypothetical protein BRAFLDRAFT_82913 [Branchiostoma floridae],4,female gonad,somatic,0.121125245,0.51529717,0.365226138,0.400242027,0.788056149,0.387155312,0.172149884,0.500375482,0.49106665,0.192897935,-0.57095751,-0.557624789,-0.653921023,-0.425752413,-0.599094698,-0.567682063,-0.56376242
7000,FP089841,0,4,,somatic,2.552175917,2.503606481,2.550214568,2.405333756,2.661452023,2.641118449,2.624722647,2.697257445,2.811181654,2.361999177,0.128174969,0.197202794,0.082949101,0.661950903,0.315429784,-0.108830413,0.975874293
7130,CU992468,(sp:P18102) Protein tailless OS=Drosophila melanogaster GN=tll PE=1 SV=1,4,female gonad,somatic,0.705809064,1.065056047,0.769855642,0.782208054,0.615477284,0.586545487,0.220818435,0.829759976,0.74815034,0.47234879,-0.37818564,-0.445451303,-0.286643482,-0.404628917,-0.377586978,-0.415189437,-0.37215166
7135,DV736924,0,4,,somatic,1.912824925,2.109072837,1.910481743,1.703394184,1.924509867,1.974394104,2.064692702,1.897346819,1.885834564,1.667374908,-1.040085768,-0.651532981,-0.363655946,-0.755770888,-0.91471707,-0.660907009,-0.386525257
7275,AM860211,(sp:Q6VFT5) Forkhead box protein L2 OS=Oryctolagus cuniculus GN=FOXL2 PE=4 SV=1,4,female gonad,somatic,1.353079765,1.58480869,1.481556227,1.413014741,1.42924492,1.47407605,1.533524678,1.378607285,1.38430019,1.329400613,-0.964976507,-0.626795157,-0.545146274,-0.829220618,-0.525994582,-0.671985621,-0.72879137
8327,CU989217,(sp:Q499P8) UPF0420 protein C16orf58 homolog OS=Rattus norvegicus PE=2 SV=1,4,female gonad,somatic,1.290486402,1.541663125,1.417562843,1.387254421,1.621984206,1.383600702,1.090310211,1.507673935,1.442110867,1.056990833,0.278899206,0.211403462,0.484745291,0.548282587,0.480539969,0.255755455,0.251069949
9762,CU998383,0,4,female gonad,somatic,0.848079552,1.14283838,1.09468151,1.12667004,1.423969347,1.126406639,1.01104962,1.20827572,1.108256439,0.751854948,-0.066218524,-0.056261477,0.25054313,0.345539124,0.18172494,-0.00581171,0.009571765
12405,FP004546,0,4,,somatic,2.230180175,2.503774249,2.044476987,2.079584344,2.333002369,2.206196565,1.892281865,2.687604805,2.515477376,1.769207238,0.221711643,0.760525034,0.020249834,0.332229598,0.679612566,0.349260727,0.684980583
14133,CX069168,(sp:P05690) Vitellogenin-2 OS=Caenorhabditis elegans GN=vit-2 PE=1 SV=5,4,,somatic,2.160707349,2.206285552,1.931063567,1.947284902,1.813708876,1.916953425,2.1490807,2.141975136,2.0691349,1.639876312,-0.439073553,-0.630611775,-0.593378078,-0.266903077,-0.643844983,-0.932233637,-0.386878098
14600,FP089884,(sp:P05690) Vitellogenin-2 OS=Caenorhabditis elegans GN=vit-2 PE=1 SV=5,4,,somatic,1.935458776,1.874262328,1.708803448,1.681144205,1.641702943,1.652607188,1.814355854,1.87899583,1.741854718,1.313052848,-0.660826297,-0.890083281,-0.902824018,-0.529472755,-0.657398785,-1.118402167,-0.437772242
15173,AM867417,0,4,,oocytes,2.199557778,2.126674924,2.214930785,2.085889546,2.303584431,2.039883006,2.331822895,2.150371963,2.282939948,2.418971777,2.806599753,2.821694976,2.631881032,2.595191632,2.942498492,2.699715188,2.593384637
15696,CU989553,0,4,,somatic,1.13017066,1.262736767,1.084930819,1.212782816,0.994298192,0.97374437,1.008431214,1.120072363,1.039043013,0.944748919,0.527537898,0.594140766,0.768555466,0.690773382,0.689233767,0.691091948,0.555835839
15871,AM857623,0,4,,somatic,1.133846116,1.548834617,1.249573615,1.328735932,1.291022136,1.283870809,0.874796408,1.252112617,1.384185551,0.995353221,-0.544489924,-0.719924837,-0.853533345,-1.029130118,-1.221271598,-0.989972962,-1.068672432
16749,CU683775,0,4,,oocytes,0.336248183,0.429023989,0.454285187,0.585446153,0.594417617,0.610827803,0.709541617,0.673294903,0.491209587,0.201078487,1.190470624,1.231382266,1.001098473,1.254924017,1.108459484,0.971521811,1.149527353
17023,AM866384,(sp:P49327) Fatty acid synthase OS=Homo sapiens GN=FASN PE=1 SV=3,4,,somatic,0.663271258,1.032234652,0.879028694,0.849539341,0.496626964,0.786237469,0.54042416,0.723055715,0.76284038,0.27391007,0.082866842,-0.169976737,-0.141329191,0.110454922,-0.276601746,-0.091809921,0.109739193
17317,CU989296,(sp:Q9M2Z4) Membrane steroid-binding protein 2 OS=Arabidopsis thaliana GN=MSBP2 PE=1 SV=1,4,female gonad,somatic,1.085637751,1.492348664,1.517215997,1.441420197,1.712594423,1.472293822,1.247406505,1.519652937,1.49737253,1.097302809,0.183077679,0.083145338,0.529414094,0.672148878,0.570168561,0.260045724,0.284527324
18410,BQ427315,(sp:P80467) Alcohol dehydrogenase class-3 OS=Uromastyx hardwickii PE=1 SV=1,4,,somatic,2.304879951,2.495770268,2.45756729,2.356965955,2.284647606,2.384153471,2.235794355,2.36671039,2.321706584,2.020423451,1.73331665,1.683433922,1.833905991,1.851778169,2.013827128,1.746634462,1.996670955
20204,CU990610,(sp:Q9HBW1) Leucine-rich repeat-containing protein 4 OS=Homo sapiens GN=LRRC4 PE=1 SV=2,4,female gonad,somatic,1.469749995,1.721017546,1.662952289,1.647011676,1.892652186,1.666241715,1.57381725,1.772493528,1.689262,1.330271012,0.899533232,0.846360181,0.947006874,1.055906805,1.008749286,0.843845822,0.927846992
23789,AM868375,0,4,,somatic,1.07640057,0.91361214,0.830598783,0.733683033,0.841542686,1.124411558,0.525428187,0.953239171,0.782531133,0.185333699,-0.361531264,-0.469547673,-0.111608428,-0.251905366,-0.307854543,-0.441816472,-0.2982246
24195,AM863501,axis inhibitor 1 [Saccoglossus kowalevskii],4,female gonad,oocytes,0.8460186463118405,0.8202064991662719,0.9620834099340864,0.8774518036709283,0.9102273498517415,0.8156870515779822,1.2083610723256681,0.8677852733942855,0.8538271574065858,0.8754352065163028,1.6014703303174809,1.5372546006735741,1.2603298203721718,1.4373354930251572,1.441628280694172,1.3450024523989197,1.3806753881132956
25292,FP004996,0,4,,somatic,2.423019644,2.413194656,2.019315231,2.145916005,2.027899886,2.482529231,2.38766227,2.340429882,2.098022421,1.581943462,1.279692191,1.270629141,0.792723813,1.214438183,0.885433228,1.336016199,1.086592104
27525,AM859957,0,4,,somatic,2.397705138,2.50376814,2.30104611,2.366081545,2.51872591,2.514144794,2.190870596,2.697255083,2.748570434,2.005327913,0.34367076,1.012493208,0.21936032,0.708299895,0.956365105,0.587386565,0.894485921
28079,AM866382,(sp:P12276) Fatty acid synthase OS=Gallus gallus GN=FASN PE=1 SV=5,4,,somatic,1.628344423,1.896314163,1.741583342,1.794211734,1.504327738,1.723308257,1.695618182,1.680144215,1.706493684,1.244508133,1.05062007,0.964958216,0.912655579,1.143805028,0.799747801,1.017506626,1.25828698
28607,AM863445,0,4,,somatic,1.158070164,1.483855167,1.285358651,1.303635999,1.107818543,1.161198302,1.169972707,1.255300637,1.288364207,0.98595406,0.653022199,0.699959221,0.694943556,0.724266489,0.658132502,0.713226421,0.726565811
29771,AM856370,(sp:Q8NFP4) MAM domain-containing glycosylphosphatidylinositol anchor protein 1 OS=Homo sapiens GN=MDGA1 PE=1 SV=1,4,female gonad,somatic,1.42732617,1.727861505,1.689501562,1.312046569,1.389918833,1.674181229,1.29549244,1.639476194,1.619038071,0.965504425,-0.00182446,-0.036528683,0.038221736,0.005154396,-0.338520404,-0.182279201,-0.057728422
30785,FP002787,(sp:Q8BGN2) UPF0462 protein C4orf33 homolog OS=Mus musculus GN=D3Ertd751e PE=2 SV=1,4,,somatic,0.872953027,1.085295425,0.990167127,0.93141557,0.67551963,0.6493393,0.841110774,0.800341351,0.728809141,0.731064497,0.228247366,0.405222459,0.565853013,0.416159689,0.389285863,0.323640556,0.227361585
37203,CU683293,0,4,female gonad,oocytes,0.963867076,1.098264545,1.053764339,1.053371489,1.055496108,1.068343136,1.359130641,1.040753558,1.300020583,1.198794052,1.645369209,1.685940918,1.480529857,1.576268407,1.530202052,1.636483021,1.623265874
38564,FP089790,0,4,,somatic,-0.013540267,-0.026861219,0.144396745,0.063209354,0.159277368,0.220706331,0.41051663,0.203586062,0.242381987,-0.058064244,-0.674783783,-0.81991122,-0.63420549,-0.507685769,-0.696886736,-0.902843691,-0.398906942
38606,FP000062,0,4,,somatic,1.381458437,2.1800427,1.707463844,1.72026263,1.434257293,1.473412542,1.265442036,1.759058013,1.656562064,1.772669757,0.034544729,0.162406512,-0.381738196,-0.24983982,-0.558635696,0.259978022,0.079724561
40277,FP010320,0,4,,somatic,1.709498309,1.809072904,1.740394687,1.487152906,1.54200287,1.643336287,1.96742538,1.662640163,1.651374271,1.617721401,-1.527933987,-0.526398228,-0.51582538,-1.506904953,-1.127217919,-1.147566852,-0.727676065
41025,CU994694,(sp:P60323) Nanos homolog 3 OS=Homo sapiens GN=NANOS3 PE=2 SV=1,4,,oocytes,2.098662729,2.068476742,2.15999899,2.050493597,2.104307946,1.94061668,2.223603226,2.062193539,2.281736045,2.363963297,2.696037406,2.710349333,2.538775365,2.511479172,2.748879664,2.561286431,2.453249328
42088,FP089778,0,4,female gonad,somatic,0.9217166,0.993210293,1.00183183,0.920847235,0.904602406,1.042175212,1.101370724,1.049051294,1.084457759,0.661843462,0.253680972,-0.168232457,-0.064060204,0.117620647,-0.153496797,0.237114882,0.15493469
43883,AM865152,0,4,female gonad,somatic,1.411831056,1.726740324,1.654009868,1.437913662,1.408896565,1.57410379,1.035921518,1.563973597,1.640237742,0.980565153,-0.099274908,0.606786708,0.610739939,0.549834692,0.338807038,0.531911315,0.488611677
45040,FP002862,0,4,,somatic,1.50745525,2.318754316,1.800366879,1.935779365,1.508618721,1.607707489,1.325462161,1.943735156,1.859629464,1.807991691,0.163589541,0.286139098,-0.120724152,-0.084505966,-0.447342982,0.306112219,0.076066982
3923,AM860311,(sp:Q9JLI7) Sperm-associated antigen 6 OS=Mus musculus GN=Spag6 PE=1 SV=1,5,,oocytes,-0.366983139,-0.308063725,-0.29942731,-0.351132357,-0.148397119,-0.288650081,-0.174354145,-0.299597112,-0.3513834,-0.242420842,0.339006266,0.314128259,0.23540364,0.248791177,0.147174783,0.157719534,0.239941229
4603,AM861884,(sp:A3KMX7) Putative malate dehydrogenase 1B OS=Bos taurus GN=MDH1B PE=2 SV=1,5,,oocytes,0.126018582,0.194458867,0.066078429,0.166844035,0.120353055,0.121407411,0.147587205,0.104842017,0.201417775,0.492942918,0.574161966,0.688103875,0.641601041,0.575589839,0.583404546,0.62073638,0.529351261
8590,AM867587,PREDICTED: similar to predicted protein [Ciona intestinalis],5,,oocytes,0.356740749,0.413787219,0.383783129,0.480308225,0.434425119,0.414775821,0.392871696,0.322892164,0.306060207,0.513856229,0.674361773,0.767279596,0.813184743,0.625576257,0.797170919,0.753421457,0.656454145
15888,AM868795,(sp:Q6GQT0) Dual specificity protein phosphatase CDC14A OS=Mus musculus GN=Cdc14a PE=2 SV=2,5,,oocytes,1.608424171,1.484265455,1.469278125,1.598435184,1.67727236,1.447178921,1.722966608,1.477560078,1.781123569,2.068571349,2.37183634,2.342563026,2.236642652,2.106269998,2.399302788,2.239976665,2.189069761
15933,AM865188,0,5,male gonad,oocytes,-0.412909028,-0.539907773,-0.536335595,-0.607448484,-0.408887485,-0.634030763,-0.597792761,-0.569166828,-0.672077592,-0.520178238,-0.076178386,-0.118009436,-0.155911368,0.000696315,0.170343263,-0.146413839,-0.097889287
18533,AM853802,hypothetical protein IscW_ISCW013676 [Ixodes scapularis],5,,somatic,0.683887156,0.874400235,0.713482254,0.717150431,0.59141464,0.645198925,0.748774653,0.584904086,0.533629951,0.554183885,0.083079354,0.133411352,0.117824822,0.049491889,-0.077694641,0.128282465,-0.061503278
21827,CU992930,(sp:Q9DAK2) Parkin coregulated gene protein homolog OS=Mus musculus GN=Pacrg PE=2 SV=1,5,,oocytes,1.007763798,1.003990788,0.966082466,1.124982638,1.296811626,1.226478305,1.255905734,0.985271475,1.287060342,1.391628947,1.60842086,1.570548498,1.571185649,1.707085944,1.886707382,1.588576645,1.546024567
24471,ES789800,(sp:Q5T2S8) Armadillo repeat-containing protein 4 OS=Homo sapiens GN=ARMC4 PE=2 SV=1,5,,oocytes,0.607502348,0.443403566,0.437874823,0.482873698,0.625566511,0.608039068,0.655824404,0.601849636,0.724041807,0.846306907,1.046955082,1.1623131,1.173613788,1.199320209,1.113377845,1.081961965,1.249482841
24825,DV736477,hypothetical protein BRAFLDRAFT_269790 [Branchiostoma floridae],5,,oocytes,0.800910641,0.722207219,0.798748955,0.887143917,0.875724368,0.935682654,1.15010912,0.716102505,0.913726298,1.016731777,1.359982917,1.335123407,1.329862506,1.473926044,1.576695773,1.207897731,1.470107988
27335,AM864142,hypothetical protein BRAFLDRAFT_117676 [Branchiostoma floridae],5,male gonad,oocytes,0.190334341,0.331401799,0.183227576,0.24143387,0.334641435,0.372666778,0.367336064,0.23470161,0.354662145,0.479376034,0.675982836,0.791612192,0.791476905,0.592931944,0.722558648,0.633074574,0.729928868
29895,CU989416,PREDICTED: hypothetical protein [Strongylocentrotus purpuratus],5,,somatic,0.700765323,0.814203278,0.645197723,0.870072259,0.700033303,0.789048444,0.698111594,0.658878662,0.728648254,0.560149248,0.309963558,0.376034297,0.456741271,0.220013647,0.29575847,0.391465484,0.401109186
30616,FP005565,0,5,,oocytes,0.364456243,0.358123872,0.488509439,0.495357721,0.406738094,0.426755559,0.279351562,0.393345154,0.527700065,0.429009437,0.763307077,0.70317218,0.612736258,0.718833166,0.669985338,0.822540826,0.752977932
32788,FD483996,(sp:Q494V2) Coiled-coil domain-containing protein 37 OS=Homo sapiens GN=CCDC37 PE=1 SV=1,5,,oocytes,0.952908727,0.933330687,0.938049116,1.098194625,1.0422742,1.06285662,1.100560922,0.982872263,1.035418425,1.145689833,1.359931604,1.41033455,1.426569457,1.301058757,1.557778763,1.389690851,1.350148544
38510,CU994336,(sp:Q9BZ19) Ankyrin repeat domain-containing protein 60 OS=Homo sapiens GN=ANKRD60 PE=2 SV=3,5,,oocytes,-0.715574554,-0.800182428,-0.757684792,-0.921829939,-0.956164504,-1.104345784,-0.707171033,-0.952892771,-0.843068671,-0.992033234,-0.395666449,-0.448451924,-0.249959844,-0.481453385,-0.290253485,-0.291389784,-0.485780044
38663,CU682580,0,5,visceral ganglion,somatic,0.857139097,1.047293037,0.985803801,1.051866451,0.780634017,0.861301016,0.892364065,0.918160613,0.86627516,0.811518669,-0.145372939,0.030838858,0.08157782,0.012452333,-0.105278682,0.211493829,0.210208119
42266,CU994483,(sp:Q9CWP6) Motile sperm domain-containing protein 2 OS=Mus musculus GN=Mospd2 PE=1 SV=2,5,male gonad,somatic,0.499491978,0.771129941,0.504831458,0.562091704,0.440119125,0.4790108,0.344757539,0.539785663,0.538462069,0.469173873,0.040395265,-0.014759762,-0.049124754,0.121757718,-0.204369919,-0.024311435,-0.087574098
772,CU988915,(sp:Q498H0) Sister chromatid cohesion protein PDS5 homolog B-A OS=Xenopus laevis GN=pds5b-A PE=1 SV=1,6,,oocytes,0.59766202,0.582254528,0.675777382,0.475780714,0.636973308,0.546269693,0.429010847,0.574915581,0.578552257,0.59481922,0.853678676,0.891234068,0.811374878,0.945933517,0.978402743,0.920824929,0.87452684
791,AM859771,0,6,male gonad,oocytes,-0.492252295,-0.424246464,-0.297026587,-0.591125344,-0.295889626,-0.604660232,-0.408776492,-0.449942384,-0.803030411,-0.704174575,-0.078436862,0.020128858,-0.026527939,-0.133960368,-0.210818255,-0.020693747,0.032588642
